"age","job","civil","edu","credit","hloan","ploan","ctype","month","day","ccontact","lcdays","pcontact","presult","employment","cprice","cconf","euri3","employees","outcome"
52,"housemaid","married","6K","no","yes","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
26,"artisan","single","12K","no","no","no","telephone","may","fri",4,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
30,"admin.","single","university","no","no","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
34,"technician","divorced","apprenticeship","no","yes","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
30,"management","married","university","no","yes","yes","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
56,"retired","married","4K","no","no","no","cellular","nov","fri",2,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no"
33,"artisan","married","9K","no","yes","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
31,"artisan","divorced","6K","no","yes","no","telephone","may","fri",17,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
47,"admin.","single","unknown","unknown","yes","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
46,"services","married","apprenticeship","no","no","no","telephone","jun","tue",3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
54,"technician","married","4K","no","no","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
30,"technician","single","university","no","no","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
40,"selfemployed","married","unknown","unknown","no","no","cellular","jul","mon",9,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
45,"services","married","12K","no","yes","no","telephone","jul","tue",4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
45,"unemployed","married","4K","no","yes","yes","telephone","jun","fri",1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
55,"retired","married","12K","no","yes","no","cellular","jun","fri",3,3,1,"success",-2.9,92.963,-40.8,1.268,5076.2,"no"
30,"admin.","married","university","unknown","no","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
82,"housemaid","divorced","4K","no","no","no","cellular","jul","wed",1,999,0,"nonexistent",-1.7,94.215,-40.3,0.881,4991.6,"yes"
55,"unknown","married","4K","no","yes","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
39,"entrepreneur","married","9K","no","no","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
46,"technician","married","9K","no","yes","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
33,"artisan","single","4K","no","no","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
39,"admin.","single","unknown","no","no","no","cellular","nov","fri",2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
37,"artisan","married","4K","unknown","yes","no","cellular","jul","fri",3,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
28,"technician","single","apprenticeship","no","yes","no","cellular","aug","thu",3,999,0,"nonexistent",-2.9,92.201,-31.4,0.851,5076.2,"yes"
41,"technician","divorced","university","no","yes","yes","cellular","aug","fri",2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
39,"admin.","married","university","no","no","no","telephone","may","tue",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
27,"artisan","married","4K","no","yes","no","telephone","may","mon",5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
39,"housemaid","married","9K","no","yes","yes","cellular","nov","mon",2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
46,"technician","married","apprenticeship","no","yes","no","cellular","nov","mon",1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
38,"technician","married","apprenticeship","no","no","no","cellular","mar","thu",1,999,0,"nonexistent",-1.8,92.843,-50,1.757,5099.1,"no"
54,"technician","single","12K","no","yes","no","cellular","nov","fri",2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
25,"admin.","single","9K","no","no","no","cellular","jul","thu",29,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
37,"admin.","married","university","no","no","yes","cellular","dec","mon",2,6,1,"success",-3,92.713,-33,0.706,5023.5,"yes"
28,"selfemployed","single","9K","no","no","no","telephone","may","tue",3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
53,"artisan","married","4K","unknown","yes","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
58,"artisan","married","4K","unknown","yes","no","cellular","may","tue",2,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no"
31,"admin.","single","12K","no","no","no","telephone","may","thu",22,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
42,"services","married","12K","no","yes","no","telephone","jun","fri",1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
37,"artisan","married","apprenticeship","no","yes","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
37,"selfemployed","divorced","university","no","no","no","cellular","may","wed",3,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no"
24,"artisan","single","9K","no","yes","no","cellular","may","mon",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
33,"technician","married","apprenticeship","no","yes","no","telephone","jul","mon",17,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
59,"technician","married","apprenticeship","no","yes","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
60,"retired","married","4K","no","no","no","cellular","oct","mon",1,999,0,"nonexistent",-3.4,92.431,-26.9,0.739,5017.5,"no"
31,"admin.","married","university","no","no","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
38,"technician","married","apprenticeship","no","no","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
35,"unknown","single","12K","unknown","yes","no","cellular","jul","thu",3,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
26,"admin.","single","university","no","no","no","telephone","aug","mon",1,3,1,"success",-1.7,94.027,-38.3,0.904,4991.6,"yes"
52,"retired","married","university","no","no","no","cellular","nov","mon",1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
35,"artisan","married","9K","no","no","yes","telephone","jun","mon",2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
42,"admin.","divorced","university","no","no","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
46,"unemployed","divorced","9K","no","yes","no","telephone","jun","tue",2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
40,"technician","married","apprenticeship","no","no","no","telephone","jun","mon",6,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no"
58,"admin.","married","university","no","no","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
52,"artisan","married","4K","no","yes","no","cellular","jul","thu",6,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
30,"admin.","divorced","university","no","no","yes","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
44,"artisan","married","9K","no","no","no","cellular","aug","mon",3,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no"
53,"services","married","12K","unknown","yes","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
30,"management","single","university","no","no","no","telephone","jun","thu",7,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
43,"artisan","married","6K","no","no","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
39,"services","single","12K","no","yes","no","cellular","aug","fri",6,999,0,"nonexistent",-1.7,94.027,-38.3,0.898,4991.6,"yes"
43,"management","married","9K","no","yes","no","cellular","aug","fri",1,6,2,"failure",-2.9,92.201,-31.4,0.869,5076.2,"no"
57,"artisan","divorced","4K","unknown","yes","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
37,"admin.","single","university","no","no","no","cellular","oct","fri",2,999,0,"nonexistent",-3.4,92.431,-26.9,0.72,5017.5,"yes"
32,"technician","married","university","no","no","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
40,"admin.","single","apprenticeship","no","yes","no","cellular","may","tue",1,999,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,"no"
41,"artisan","single","unknown","unknown","no","no","telephone","jun","mon",3,999,0,"nonexistent",1.4,94.465,-41.8,4.947,5228.1,"no"
46,"technician","divorced","university","no","no","no","telephone","jun","fri",3,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
33,"services","single","12K","no","yes","no","cellular","may","thu",2,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no"
49,"management","divorced","university","no","no","no","telephone","may","fri",7,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
52,"management","married","12K","no","no","no","cellular","aug","tue",1,999,0,"nonexistent",-2.9,92.201,-31.4,0.883,5076.2,"yes"
31,"admin.","single","university","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"no"
32,"artisan","married","9K","no","yes","no","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
37,"admin.","single","university","no","no","no","cellular","aug","wed",11,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
45,"housemaid","married","4K","no","no","no","cellular","aug","thu",3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
39,"artisan","divorced","6K","unknown","yes","yes","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
28,"artisan","single","9K","no","no","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
45,"artisan","divorced","4K","unknown","yes","no","telephone","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
33,"admin.","married","university","unknown","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
37,"technician","married","apprenticeship","no","yes","no","telephone","may","fri",9,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
34,"entrepreneur","single","university","no","yes","no","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
39,"services","married","9K","no","yes","no","telephone","may","tue",3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
31,"admin.","single","university","no","yes","yes","telephone","aug","tue",2,999,0,"nonexistent",-2.9,92.201,-31.4,0.883,5076.2,"no"
41,"management","married","12K","no","yes","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
55,"admin.","married","12K","no","no","no","telephone","oct","mon",2,10,3,"success",-1.1,94.601,-49.5,0.977,4963.6,"no"
49,"artisan","married","9K","no","no","no","cellular","may","tue",1,999,2,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no"
36,"admin.","divorced","university","unknown","yes","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
26,"admin.","married","12K","no","no","no","telephone","jun","fri",6,999,0,"nonexistent",1.4,94.465,-41.8,4.947,5228.1,"no"
46,"admin.","married","university","unknown","no","no","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
38,"management","divorced","university","no","yes","no","cellular","jul","tue",9,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
40,"artisan","married","9K","unknown","yes","no","cellular","jul","mon",4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
38,"admin.","married","university","no","yes","no","telephone","may","tue",5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
49,"housemaid","married","apprenticeship","no","yes","no","cellular","jul","thu",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
51,"technician","married","apprenticeship","no","yes","yes","cellular","aug","thu",3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
41,"services","divorced","9K","no","yes","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
42,"artisan","married","9K","unknown","yes","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
32,"services","married","12K","no","no","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
37,"technician","single","apprenticeship","unknown","unknown","unknown","telephone","jun","mon",4,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
46,"services","married","12K","no","yes","no","cellular","aug","tue",3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
33,"technician","divorced","apprenticeship","no","no","no","telephone","may","wed",4,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
68,"retired","divorced","apprenticeship","no","yes","no","cellular","oct","tue",2,999,0,"nonexistent",-3.4,92.431,-26.9,0.728,5017.5,"yes"
41,"artisan","married","9K","no","yes","no","cellular","apr","fri",1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
32,"admin.","single","university","no","yes","no","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
29,"admin.","single","university","no","no","no","cellular","may","tue",6,999,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,"no"
36,"admin.","married","university","no","yes","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,93.876,-40,0.697,5008.7,"yes"
37,"admin.","single","university","no","yes","no","cellular","aug","fri",7,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
57,"technician","married","12K","unknown","no","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"yes"
40,"artisan","single","6K","unknown","no","no","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
36,"admin.","married","university","no","no","no","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no"
33,"unemployed","divorced","apprenticeship","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
53,"management","married","university","no","yes","yes","telephone","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
56,"management","married","university","no","yes","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
33,"management","married","apprenticeship","no","no","no","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"yes"
48,"admin.","divorced","9K","no","no","no","cellular","jul","tue",4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes"
38,"selfemployed","married","university","unknown","no","no","telephone","jun","mon",10,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
22,"student","single","12K","no","no","no","cellular","aug","thu",2,3,1,"success",-2.9,92.201,-31.4,0.873,5076.2,"no"
50,"admin.","divorced","university","no","yes","no","cellular","aug","tue",9,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
58,"retired","married","apprenticeship","no","no","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
56,"retired","married","apprenticeship","no","yes","no","cellular","aug","mon",5,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
53,"selfemployed","divorced","university","no","no","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
41,"admin.","married","university","unknown","yes","no","cellular","may","fri",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
80,"retired","divorced","4K","no","no","yes","cellular","dec","fri",5,999,1,"failure",-3,92.713,-33,0.718,5023.5,"no"
50,"management","married","university","no","yes","no","telephone","apr","fri",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
33,"services","single","12K","no","yes","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
29,"technician","single","university","no","no","yes","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
45,"selfemployed","single","9K","no","yes","no","cellular","apr","wed",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
22,"artisan","single","6K","unknown","unknown","unknown","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
34,"admin.","divorced","university","no","yes","no","cellular","may","tue",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
35,"admin.","married","university","no","yes","no","cellular","nov","mon",1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
46,"admin.","single","12K","no","no","no","cellular","aug","thu",2,9,4,"failure",-1.7,94.027,-38.3,0.904,4991.6,"no"
47,"artisan","married","unknown","unknown","yes","no","cellular","aug","thu",3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
33,"admin.","single","12K","no","yes","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
51,"admin.","married","university","no","no","no","cellular","nov","tue",2,1,1,"success",-0.1,93.2,-42,4.153,5195.8,"no"
38,"artisan","single","unknown","no","yes","no","telephone","oct","tue",1,999,1,"failure",-0.1,93.798,-40.4,4.968,5195.8,"no"
58,"admin.","married","12K","no","no","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
49,"admin.","married","university","unknown","no","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
45,"housemaid","single","9K","no","yes","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
42,"management","married","12K","unknown","no","no","cellular","jul","tue",5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
31,"technician","married","12K","no","yes","yes","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
45,"artisan","married","9K","unknown","no","yes","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
24,"student","single","apprenticeship","no","no","no","cellular","nov","mon",2,999,1,"failure",-3.4,92.649,-30.1,0.722,5017.5,"no"
37,"services","divorced","12K","no","yes","no","telephone","jun","tue",4,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
27,"admin.","married","12K","unknown","no","yes","telephone","may","tue",3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
48,"technician","married","apprenticeship","no","no","yes","cellular","jul","wed",5,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
46,"admin.","married","12K","no","yes","no","cellular","nov","thu",1,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no"
57,"retired","married","4K","unknown","yes","no","cellular","aug","wed",2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
56,"technician","married","4K","no","yes","no","telephone","may","mon",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
33,"selfemployed","single","apprenticeship","no","yes","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
42,"artisan","married","9K","no","yes","yes","cellular","may","tue",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
53,"entrepreneur","married","4K","unknown","yes","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
54,"artisan","married","9K","no","no","no","cellular","jun","fri",2,999,0,"nonexistent",-2.9,92.963,-40.8,1.268,5076.2,"yes"
28,"technician","single","12K","no","yes","no","telephone","jul","tue",6,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
38,"technician","married","12K","no","no","no","cellular","aug","tue",5,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
45,"technician","married","9K","unknown","no","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
30,"technician","single","university","no","no","no","cellular","sep","thu",2,999,0,"nonexistent",-1.1,94.199,-37.5,0.879,4963.6,"yes"
55,"technician","married","apprenticeship","no","yes","no","cellular","oct","tue",1,999,0,"nonexistent",-3.4,92.431,-26.9,0.742,5017.5,"no"
45,"technician","married","apprenticeship","no","no","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
25,"admin.","single","12K","no","yes","no","cellular","jul","thu",4,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
54,"management","married","12K","no","no","no","cellular","aug","mon",4,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
43,"artisan","single","4K","unknown","yes","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
28,"technician","single","university","no","yes","no","cellular","mar","mon",3,999,0,"nonexistent",-1.8,92.843,-50,1.811,5099.1,"yes"
33,"artisan","married","9K","no","yes","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
48,"admin.","divorced","university","no","no","no","telephone","jun","fri",4,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
36,"technician","married","12K","no","no","no","telephone","jun","tue",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
38,"services","single","12K","no","no","no","cellular","sep","fri",2,999,0,"nonexistent",-1.1,94.199,-37.5,0.878,4963.6,"yes"
42,"admin.","divorced","university","no","yes","yes","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
24,"admin.","single","university","no","yes","no","cellular","apr","mon",3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
33,"admin.","single","university","no","yes","yes","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
34,"entrepreneur","married","4K","no","no","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
56,"artisan","married","4K","unknown","yes","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
52,"technician","married","university","no","no","no","cellular","may","thu",1,3,4,"success",-1.8,93.876,-40,0.677,5008.7,"yes"
29,"admin.","married","12K","no","yes","no","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no"
54,"technician","married","apprenticeship","no","no","no","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
43,"artisan","married","9K","no","no","no","telephone","jun","thu",2,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
60,"retired","married","12K","no","no","no","cellular","may","thu",3,6,1,"success",-1.8,93.876,-40,0.699,5008.7,"yes"
49,"admin.","divorced","12K","no","no","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
51,"admin.","divorced","university","unknown","no","no","cellular","aug","fri",2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
34,"admin.","married","university","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
32,"admin.","married","9K","no","no","no","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
31,"services","single","9K","no","unknown","unknown","cellular","may","fri",1,999,3,"failure",-1.8,93.876,-40,0.695,5008.7,"no"
54,"retired","divorced","university","no","no","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
31,"admin.","single","12K","unknown","no","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
35,"services","married","12K","no","yes","no","cellular","may","fri",4,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no"
44,"services","married","9K","no","yes","no","telephone","may","fri",4,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
63,"retired","married","apprenticeship","no","no","no","cellular","dec","mon",4,999,0,"nonexistent",-3,92.713,-33,0.706,5023.5,"no"
28,"technician","married","university","no","yes","yes","cellular","may","thu",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
56,"management","married","4K","unknown","yes","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
31,"services","married","12K","no","yes","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
33,"management","married","university","no","no","no","telephone","may","mon",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
25,"admin.","single","university","no","no","no","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
44,"admin.","divorced","university","no","yes","yes","cellular","jun","tue",1,999,0,"nonexistent",-2.9,92.963,-40.8,1.262,5076.2,"no"
54,"technician","married","university","no","yes","no","cellular","aug","thu",2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
32,"housemaid","married","6K","unknown","no","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
54,"housemaid","married","apprenticeship","no","yes","no","telephone","jun","mon",4,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
32,"technician","married","apprenticeship","no","no","no","cellular","may","fri",2,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no"
46,"admin.","married","12K","no","no","no","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no"
57,"retired","divorced","apprenticeship","no","no","no","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
30,"technician","single","apprenticeship","no","no","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
54,"management","married","university","no","yes","no","cellular","jul","wed",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
48,"selfemployed","married","university","no","yes","no","cellular","nov","tue",2,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no"
28,"services","married","12K","no","no","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
37,"admin.","married","university","no","yes","no","cellular","nov","mon",2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
40,"technician","married","9K","no","no","no","telephone","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
28,"technician","married","university","no","yes","no","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
41,"artisan","married","9K","no","no","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
27,"student","single","12K","unknown","no","no","telephone","jun","fri",1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
